pl_name,hostname,default_flag,pl_bmassprov,pl_controv_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
K2-25 b,K2-25,1,Mass,0,3.44,0.12,-0.12,0,24.5,5.7,-5.2,0,3.48456408,6e-07,-5e-07,0,494.0,11.0,-11.0,0,3207.0,58.0,-58.0,0,0.29,0.01,-0.01,0,0.26,0.01,-0.01,0,4.94,0.03,-0.03,0
KELT-2 A b,KELT-2 A,0,Mass,0,14.415,0.729,-0.527,0,483.717,24.7897,-24.4719,0,4.1137912,1e-05,-9.9e-06,0,,,,0,6151.0,50.0,,0,1.83,0.07,,0,1.31,0.03,,0,,,,0
TOI-674 b,TOI-674,1,Mass,0,5.25,0.17,-0.17,0,23.6,3.3,-3.3,0,1.977143,3e-06,-3e-06,0,635.0,15.0,-15.0,0,3514.0,57.0,-57.0,0,0.42,0.01,-0.01,0,0.42,0.01,-0.01,0,4.81,0.03,-0.03,0
TOI-824 b,TOI-824,1,Mass,0,2.926,0.202,-0.191,0,18.467,1.843,-1.875,0,1.392978,1.8e-05,-1.7e-05,0,1253.0,38.0,-37.0,0,4600.0,110.0,-100.0,0,0.69,0.03,-0.03,0,0.71,0.03,-0.03,0,4.61,0.03,-0.03,0
K2-32 c,K2-32,0,Mass,0,3.01,0.25,-0.25,0,12.1,,,1,20.6602,0.0017,-0.0017,0,619.0,19.0,-19.0,0,5275.0,60.0,-60.0,0,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,4.49,0.05,-0.05,0
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,0,Mass,0,,,,0,0.92,0.44,-0.44,0,,,,0,,,,0,,,,0,,,,0,0.43,0.22,-0.2,0,,,,0
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L,0,Mass,0,,,,0,5.55,3.53,-2.81,0,,,,0,,,,0,,,,0,,,,0,0.34,0.22,-0.17,0,,,,0
TOI-558 b,TOI-558,1,Mass,0,12.173,0.46,-0.426,0,1147.36055,47.67426,-47.67426,0,14.574071,2.6e-05,-2.6e-05,0,1061.0,13.0,-12.0,0,6466.0,95.0,-93.0,0,1.5,0.04,-0.04,0,1.35,0.06,-0.07,0,4.22,0.03,-0.03,0
NGTS-1 b,NGTS-1,1,Mass,0,14.908,6.837,-3.699,0,258.07796,20.97678,-23.83725,0,2.647298,2e-05,-2e-05,0,790.0,20.0,-20.0,0,3916.0,71.0,-63.0,0,0.57,0.08,-0.08,0,0.62,0.02,-0.06,0,4.71,0.23,-0.23,0
NGTS-13 b,NGTS-13,1,Mass,0,12.801,0.516,-0.516,0,1538.2972,139.8452,-139.8452,0,4.119027,2.3e-05,-2.3e-05,0,1605.0,30.0,-30.0,0,5819.0,73.0,-73.0,0,1.79,0.06,-0.06,0,1.3,0.11,-0.18,0,4.04,0.05,-0.05,0
TOI-3362 b,TOI-3362,1,Mass,0,12.801,0.482,-0.46,0,1598.35906,212.30938,-205.31715,0,18.09547,3e-05,-3e-05,0,,,,0,6532.0,88.0,-86.0,0,1.83,0.06,-0.05,0,1.45,0.07,-0.07,0,4.07,0.03,-0.03,0
K2-66 b,K2-66,1,Mass,0,2.49,0.34,-0.24,0,21.3,3.6,-3.6,0,5.06963,0.00081,-0.00081,0,1372.0,51.0,-51.0,0,5887.0,46.0,-46.0,0,1.67,0.12,-0.12,0,1.11,0.04,-0.04,0,4.03,0.05,-0.05,0
HATS-12 b,HATS-12,0,Mass,0,15.513,0.661,-0.661,0,759.6137,27.65121,-27.65121,0,3.1428347,2.2e-06,-2.2e-06,0,,,,0,,,,0,,,,0,,,,0,,,,0
HD 80606 b,HD 80606,1,Mass,0,11.994,0.336,-0.336,0,1392.0954,235.1942,-235.1942,0,111.4367,0.0004,-0.0004,0,,,,0,5561.0,24.0,-24.0,0,1.04,0.02,-0.02,0,1.15,0.27,-0.27,0,4.42,0.02,-0.02,0
K2-24 b,K2-24,1,Mass,0,5.4,0.2,-0.2,0,19.0,2.2,-2.1,0,20.88977,0.00034,-0.00035,0,,,,0,5625.0,60.0,-60.0,0,1.16,0.04,-0.04,0,1.07,0.06,-0.06,0,4.29,0.05,-0.05,0
Kepler-177 c,Kepler-177,0,Mass,0,7.1,3.71,-0.72,0,7.5,3.5,-3.1,0,49.412,,,0,,,,0,,,,0,1.07,0.56,-0.11,0,1.07,0.25,-0.12,0,4.41,0.06,-0.32,0
K2-108 b,K2-108,0,Mass,0,5.28,0.54,-0.54,0,59.4,4.4,-4.4,0,4.73401,0.00024,-0.00024,0,1446.0,48.0,-48.0,0,5474.0,60.0,-60.0,0,1.75,0.14,-0.14,0,1.12,0.07,-0.05,0,3.99,0.05,-0.05,0
K2-32 b,K2-32,0,Mass,0,5.13,0.28,-0.28,0,16.5,2.7,-2.7,0,8.99213,0.00016,-0.00016,0,817.0,25.0,-25.0,0,5275.0,60.0,-60.0,0,0.84,0.04,-0.04,0,0.86,0.03,-0.03,0,4.49,0.05,-0.05,0
K2-137 b,K2-137,0,Mass,0,0.89,0.09,-0.09,0,158.915,,,1,0.179715,1e-06,-1e-06,0,1471.0,47.0,-47.0,0,3492.0,70.0,-70.0,0,0.44,0.04,-0.04,0,0.46,0.05,-0.05,0,4.82,0.04,-0.04,0
GJ 436 b,GJ 436,1,Mass,0,4.17,0.168,-0.168,0,22.1,2.3,-2.3,0,2.64388312,5.7e-07,-5.7e-07,0,,,,0,,,,0,0.46,0.02,-0.02,0,0.47,0.07,-0.07,0,4.79,0.05,-0.04,0
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L,1,Mass,0,,,,0,3.54,1.95,-1.63,0,,,,0,,,,0,,,,0,,,,0,0.41,0.23,-0.19,0,,,,0
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,0,Mass,0,,,,0,982.0,324.0,-356.0,0,,,,0,,,,0,,,,0,,,,0,0.62,0.2,-0.22,0,,,,0
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,0,Mass,0,,,,0,260.0,160.0,-99.0,0,,,,0,34.0,9.0,-9.0,0,,,,0,,,,0,0.3,0.19,-0.12,0,,,,0
WD 0806-661 b,WD 0806-661,1,Mass,0,,,,0,2542.62726,635.65681,-635.65681,0,,,,0,340.0,10.0,-10.0,0,,,,0,,,,0,0.62,0.03,-0.03,0,,,,0
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,0,Mass,0,,,,0,1185.49996,232.01474,-467.20776,0,,,,0,,,,0,,,,0,,,,0,0.73,0.14,-0.29,0,,,,0
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L,0,Mass,0,,,,0,4.63,1.6,-1.64,0,,,,0,,,,0,,,,0,,,,0,0.73,0.25,-0.26,0,,,,0
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,0,Mass,0,,,,0,6.75,5.79,-3.44,0,,,,0,,,,0,,,,0,,,,0,0.37,0.32,-0.19,0,,,,0
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L,0,Mass,0,,,,0,3.72,3.71,-1.8,0,,,,0,,,,0,,,,0,,,,0,0.27,0.26,-0.13,0,,,,0
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L,0,Mass,0,,,,0,4.12,2.58,-2.1,0,,,,0,,,,0,,,,0,,,,0,0.25,0.16,-0.13,0,,,,0
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,0,Mass,0,,,,0,4.83,4.83,-2.44,0,,,,0,,,,0,,,,0,,,,0,0.33,0.33,-0.16,0,,,,0
OGLE-2017-BLG-1806L b,OGLE-2017-BLG-1806L,0,Mass,0,,,,0,2.68,1.96,-1.48,0,,,,0,,,,0,,,,0,,,,0,0.48,0.35,-0.26,0,,,,0
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,0,Mass,0,,,,0,9.51,5.75,-4.87,0,,,,0,,,,0,,,,0,,,,0,0.44,0.27,-0.23,0,,,,0
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L,0,Mass,0,,,,0,1.32,0.56,-0.56,0,,,,0,,,,0,,,,0,,,,0,0.43,0.18,-0.18,0,,,,0
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,0,Mass,0,,,,0,2.46,1.21,-1.0,0,,,,0,,,,0,,,,0,,,,0,0.6,0.29,-0.24,0,,,,0
OGLE-2019-BLG-1053L b,OGLE-2019-BLG-1053L,0,Mass,0,,,,0,2.5,1.18,-0.96,0,,,,0,,,,0,,,,0,,,,0,0.62,0.28,-0.23,0,,,,0
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,1,Mass,0,,,,0,9.2,5.0,-4.1,0,,,,0,,,,0,,,,0,,,,0,0.7,0.34,-0.31,0,,,,0
OGLE-2018-BLG-0516L b,OGLE-2018-BLG-0516L,1,Mass,0,,,,0,20.1,16.4,-10.7,0,,,,0,,,,0,,,,0,,,,0,0.47,0.38,-0.25,0,,,,0
OGLE-2018-BLG-0977L b,OGLE-2018-BLG-0977L,1,Mass,0,,,,0,6.4,5.2,-3.7,0,,,,0,,,,0,,,,0,,,,0,0.47,0.38,-0.27,0,,,,0
K2-22 b,K2-22,0,Mass,0,2.5,0.4,-0.4,1,444.962,,,1,0.381078,1e-06,-1e-06,0,2100.0,,,0,3830.0,100.0,-100.0,0,0.57,0.06,-0.06,0,0.6,0.07,-0.07,0,4.65,0.12,-0.12,0
51 Peg b,51 Peg,0,Mass,0,,,,0,146.2018,19.0698,-3.1783,0,4.231,,,0,,,,0,,,,0,,,,0,1.04,,,0,,,,0
HD 109988 b,HD 109988,1,Mass,0,,,,0,6725.39378,931.09584,-1104.4176,0,17132.15854472,3942.55440519,-2033.89456772,0,,,,0,,,,0,,,,0,0.88,0.1,-0.1,0,,,,0
HD 11505 b,HD 11505,1,Mass,0,,,,0,2649.58135,893.16102,-683.86592,0,32669.2224679,12712.99788238,-7172.26631823,0,,,,0,,,,0,,,,0,1.03,0.13,-0.13,0,,,,0
HD 145934 b,HD 145934,1,Mass,0,,,,0,762.59821,415.20563,-119.49901,0,2751.53433458,48.76202748,-49.34891125,0,,,,0,,,,0,,,,0,2.06,0.12,-0.12,0,,,,0
HD 168863 b,HD 168863,1,Mass,0,,,,0,2146.32971,362.64991,-339.91632,0,14773.93271605,8638.61024425,-2644.05862595,0,,,,0,,,,0,,,,0,0.8,0.1,-0.1,0,,,,0
bet Pic b,bet Pic,0,Mass,0,16.8,2.2,-2.2,0,6356.0,,,1,,,,0,1650.0,150.0,-150.0,0,8038.68,,,0,1.54,,,0,1.95,,,0,4.35,,,0
BD+60 1417 b,BD+60 1417,1,Mass,0,14.684,0.673,-0.673,0,4767.4261,1589.14204,-1589.14204,0,,,,0,1303.0,74.0,-74.0,0,4993.0,124.0,-124.0,0,0.8,0.05,-0.05,0,1.0,,,0,4.55,,,0
HIP 75056 A b,HIP 75056 A,1,Mass,0,22.418,5.604,-5.604,0,7945.71018,1589.14204,-1589.14204,0,47000.0,30000.0,-30000.0,0,2300.0,300.0,-300.0,0,,,,0,,,,0,1.92,,,0,,,,0
Kepler-1708 b,Kepler-1708,1,Mass,0,9.96,0.6,-0.59,0,1462.01067,,,1,737.1131,0.00146,-0.0077,0,,,,0,6157.0,231.0,-202.0,0,1.12,0.06,-0.06,0,1.09,0.07,-0.07,0,4.37,0.04,-0.05,0
KOI-4777.01,KOI-4777,1,Mass,0,0.51,0.03,-0.03,0,99.2,,,1,0.412,1e-06,-1e-06,0,1180.0,20.0,-20.0,0,3515.0,69.0,-69.0,0,0.4,0.01,-0.01,0,0.41,0.02,-0.02,0,4.77,0.04,-0.04,0
GJ 876 d,GJ 876,0,Mass,0,,,,0,7.49,0.43,-0.41,0,1.937848,2.4e-05,-2.3e-05,0,,,,0,,,,0,,,,0,0.37,,,0,,,,0
Kepler-53 b,Kepler-53,1,Mass,0,2.89,,,0,111.0,,,1,18.6489525,0.00016,-0.00016,0,,,,0,5858.0,,,0,0.89,,,0,0.98,,,0,4.53,,,0
Kepler-48 b,Kepler-48,1,Mass,0,1.88,0.1,-0.1,0,3.94,2.1,-2.1,0,4.778,,,0,,,,0,5194.0,73.0,-73.0,0,0.89,0.05,-0.05,0,0.88,0.06,-0.06,0,4.49,0.05,-0.05,0
Kepler-52 c,Kepler-52,0,Mass,0,2.2,0.12,-0.12,0,62.9,19.5,-15.0,0,16.385,,,0,,,,0,,,,0,0.62,,,0,0.66,,,0,,,,0
NGTS-3 A b,NGTS-3 A,1,Mass,0,16.589,4.147,-4.147,0,756.4354,82.6358,-82.6358,0,1.6753728,3e-06,-3e-06,0,,,,0,5600.0,150.0,-150.0,0,0.93,0.23,-0.23,0,1.02,0.09,-0.09,0,,,,0
14 Her b,14 Her,1,Mass,0,,,,0,2586.74645,492.67126,-308.97002,0,1765.03890112,1.67708897,-1.87256063,0,,,,0,,,,0,,,,0,0.91,0.11,-0.11,0,,,,0
HD 136118 b,HD 136118,1,Mass,0,,,,0,4174.7703,419.04374,-412.76915,0,1187.5976527,2.22731687,-2.38110801,0,,,,0,,,,0,,,,0,1.18,0.16,-0.16,0,,,,0
HD 86065 b,HD 86065,1,Mass,0,,,,0,2801.89869,930.38324,-740.43858,0,25775.78858607,13279.46721399,-9595.00302859,0,,,,0,,,,0,,,,0,0.81,0.09,-0.09,0,,,,0
HD 89345 b,HD 89345,0,Mass,0,7.263,0.325,-0.314,0,38.45743,5.72094,-6.03877,0,11.8143,0.0002,-0.00019,0,1068.0,14.0,-15.0,0,5622.0,70.0,-71.0,0,1.73,0.05,-0.05,0,1.32,0.04,-0.04,0,4.08,0.02,-0.02,0
K2-238 b,K2-238,1,Mass,0,14.572,1.681,-1.569,0,273.3338,41.3179,-38.1396,0,3.20466,3e-05,-3e-05,0,1587.0,75.0,-76.0,0,5630.0,78.0,-78.0,0,1.59,0.16,-0.16,0,1.19,0.08,-0.08,0,4.11,0.07,-0.07,0
K2-285 e,K2-285,1,Mass,0,1.95,0.05,-0.05,0,10.7,,,1,14.76289,0.00065,-0.00061,0,500.9,10.1,-9.9,0,4975.0,95.0,-95.0,0,0.79,0.02,-0.02,0,0.83,0.02,-0.02,0,4.4,0.1,-0.1,0
HD 1397 b,HD 1397,0,Mass,0,11.467,0.146,-0.146,0,116.64361,6.99226,-7.31009,0,11.5366,0.0003,-0.0003,0,1519.0,35.0,-35.0,0,5474.0,80.0,-80.0,0,2.34,0.02,-0.02,0,1.26,0.03,-0.03,0,3.79,0.01,-0.01,0
HD 125271 b,HD 125271,1,Mass,0,,,,0,3514.14627,549.00472,-447.12024,0,14901.99295308,3707.63683366,-3025.64091374,0,,,,0,,,,0,,,,0,0.75,0.09,-0.09,0,,,,0
HD 194490 b,HD 194490,1,Mass,0,,,,0,3580.0227,542.62637,-440.52518,0,13092.18347776,3494.64637262,-2509.99733862,0,,,,0,,,,0,,,,0,1.06,0.13,-0.13,0,,,,0
HD 81040 b,HD 81040,0,Mass,0,,,,0,2301.07767,317.82841,-117.59651,0,1002.7,4.0,-3.4,0,,,,0,,,,0,,,,0,0.99,0.02,-0.02,0,,,,0
HD 175167 b,HD 175167,1,Mass,0,,,,0,2161.63039,318.15651,-222.98704,0,1276.07604009,0.71735139,-0.67095001,0,,,,0,,,,0,,,,0,1.0,0.13,-0.13,0,,,,0
HD 62364 b,HD 62364,1,Mass,0,,,,0,5538.75835,517.67505,-526.09851,0,27399.80246717,3572.02776093,-1614.42398862,0,,,,0,,,,0,,,,0,1.19,0.16,-0.16,0,,,,0
HD 10697 b,HD 10697,1,Mass,0,,,,0,1914.58848,229.74169,-180.71416,0,1075.37989939,0.82091064,-0.74513471,0,,,,0,,,,0,,,,0,0.99,0.12,-0.12,0,,,,0
HD 14067 b,HD 14067,1,Mass,0,,,,0,5001.77608,2234.7911,-1697.36317,0,2721.2347924,611.31432904,-229.98136083,0,,,,0,,,,0,,,,0,2.58,0.25,-0.25,0,,,,0
bet Pic c,bet Pic,0,Mass,0,,,,0,2860.47,,,0,1200.0,,,0,,,,0,,,,0,,,,0,1.75,,,0,,,,0
ups And c,ups And,0,Mass,0,,,,0,4443.24113,731.00534,-1684.49056,0,240.9402,0.047,-0.047,0,,,,0,6089.0,,,0,1.64,0.04,-0.05,0,1.31,0.02,-0.01,0,4.25,0.06,-0.06,0
K2-19 d,K2-19,0,Mass,0,1.14,0.13,-0.13,0,14.0,,,1,2.50856,0.00041,-0.00041,0,,,,0,5430.0,60.0,-60.0,0,0.86,0.04,-0.04,0,0.93,0.05,-0.05,0,4.63,0.07,-0.07,0
K2-105 b,K2-105,0,Mass,0,3.59,0.44,-0.39,0,30.0,19.0,-19.0,0,8.266902,7e-05,-7e-05,0,,,,0,5434.0,53.0,-53.0,0,0.95,0.11,-0.1,0,1.01,0.07,-0.07,0,4.48,0.09,-0.09,0
TOI-178 f,TOI-178,1,Mass,0,2.287,0.108,-0.11,0,7.72,1.67,-1.52,0,15.231915,0.000115,-9.5e-05,0,521.0,11.0,-11.0,0,4316.0,70.0,-70.0,0,0.65,0.01,-0.01,0,0.65,0.03,-0.03,0,4.45,0.15,-0.15,0
K2-19 b,K2-19,1,Mass,0,7.0,0.2,-0.2,0,32.4,1.7,-1.7,0,7.9222,0.0001,-0.0001,0,,,,0,5322.0,100.0,-100.0,0,0.82,0.03,-0.03,0,0.88,0.03,-0.03,0,4.51,0.08,-0.08,0
GJ 876 e,GJ 876,1,Mass,0,,,,0,14.6,1.7,-1.7,0,124.26,0.7,-0.7,0,,,,0,,,,0,0.3,,,0,0.32,0.03,-0.03,0,,,,0
GJ 876 b,GJ 876,0,Mass,0,,,,0,839.04,,,0,61.065,0.012,-0.012,0,,,,0,,,,0,,,,0,0.33,0.03,-0.03,0,,,,0
GJ 876 c,GJ 876,0,Mass,0,,,,0,251.075,1.907,-1.907,0,30.455,0.019,-0.019,0,,,,0,3271.0,157.0,-157.0,0,0.35,0.01,-0.01,0,0.34,0.02,-0.02,0,4.87,0.0,-0.0,0
bet Pic b,bet Pic,0,Mass,0,,,,0,3496.13,635.66,-635.66,0,8110.0,,,-1,,,,0,,,,0,,,,0,,,,0,,,,0
bet Pic c,bet Pic,1,Mass,0,,,,0,3223.13586,368.33741,-329.37745,0,1192.77951035,5.50555326,-4.43171667,0,,,,0,,,,0,,,,0,1.79,0.03,-0.03,0,,,,0
HD 66428 b,HD 66428,1,Mass,0,,,,0,3426.60694,828.61812,-1169.58929,0,2269.81725722,5.36610638,-5.8540115,0,,,,0,,,,0,,,,0,1.01,0.13,-0.13,0,,,,0
HD 95544 b,HD 95544,1,Mass,0,,,,0,2108.25626,321.59885,-276.639,0,2041.54151819,262.59531033,-184.27313359,0,,,,0,,,,0,,,,0,1.01,0.14,-0.14,0,,,,0
HD 188641 b,HD 188641,1,Mass,0,,,,0,9262.62856,1972.48491,-1109.35798,0,14583.81038324,3328.20987642,-2616.26788494,0,,,,0,,,,0,,,,0,1.07,0.13,-0.13,0,,,,0
HD 457 b,HD 457,1,Mass,0,,,,0,7574.93226,6822.68271,-2928.33068,0,20324.5815254,11483.95544521,-7039.20037086,0,,,,0,,,,0,,,,0,1.15,0.15,-0.15,0,,,,0
HD 80883 b,HD 80883,1,Mass,0,,,,0,1740.73691,398.43644,-328.39672,0,6383.7835217,2891.20807521,-1084.85967411,0,,,,0,,,,0,,,,0,0.88,0.11,-0.11,0,,,,0
HIP 35965 b,HIP 35965,1,Mass,0,,,,0,2547.568,1416.70125,-928.57784,0,26125.56497309,13613.39550505,-10171.69977949,0,,,,0,,,,0,,,,0,0.78,0.09,-0.09,0,,,,0
CoRoT-20 b,CoRoT-20,0,Mass,0,13.002,2.914,-2.914,0,1608.2198,114.4188,-114.4188,0,9.24285,0.0003,-0.0003,0,1100.0,150.0,-150.0,0,5880.0,90.0,-90.0,0,1.34,0.37,-0.37,0,1.11,0.1,-0.1,0,4.23,0.24,-0.24,0
GJ 436 b,GJ 436,0,Mass,0,4.26,,,0,23.201,,,0,2.6,,,0,650.0,,,0,,,,0,,,,0,,,,0,,,,0
HAT-P-41 b,HAT-P-41,0,Mass,0,18.887,0.852,-0.572,0,252.67485,17.79848,-28.92253,0,2.694047,4e-06,-4e-06,0,,,,0,6390.0,100.0,-100.0,0,1.68,0.06,-0.04,0,1.42,0.05,-0.05,0,,,,0
K2-295 b,K2-295,1,Mass,0,10.054,0.123,-0.056,0,106.47305,19.70546,-19.70546,0,4.024867,1.5e-05,-1.5e-05,0,852.0,14.0,-6.0,0,4444.0,70.0,-70.0,0,0.7,0.02,-0.02,0,0.74,0.04,-0.04,0,4.63,0.12,-0.12,0
HD 224538 b,HD 224538,1,Mass,0,,,,0,2234.17873,425.17795,-269.37029,0,1202.05198926,3.88199403,-3.6808899,0,,,,0,,,,0,,,,0,1.23,0.18,-0.18,0,,,,0
HD 23472 b,HD 23472,0,Mass,0,1.872,1.321,-1.321,0,17.92,1.41,-14.0,0,17.667,0.142,-0.095,0,,,,0,,,,0,0.73,0.01,-0.01,0,0.75,0.04,-0.03,0,,,,0
OGLE-2018-BLG-1011L c,OGLE-2018-BLG-1011L,0,Mass,0,,,,0,890.0,1600.0,-540.0,0,,,,0,,,,0,,,,0,,,,0,0.18,0.33,-0.1,0,,,,0
nu Oph c,nu Oph,1,Mass,0,,,,0,7838.32346,,,0,3184.83,5.93,-5.93,0,,,,0,4886.0,42.0,-42.0,0,14.6,0.3,-0.3,0,2.7,0.2,-0.2,0,2.56,0.04,-0.04,0
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L,0,Mass,0,,,,0,293.0,233.0,-130.0,0,,,,0,,,,0,,,,0,,,,0,0.23,0.19,-0.1,0,,,,0
HD 219077 b,HD 219077,1,Mass,0,,,,0,3099.7758,275.80171,-275.14481,0,5478.68860928,48.63474971,-38.25329562,0,,,,0,,,,0,,,,0,0.92,0.12,-0.12,0,,,,0
HD 221420 b,HD 221420,0,Mass,0,,,,0,7278.27052,699.2225,-699.2225,0,10090.0,890.0,-560.0,0,,,,0,5847.0,22.0,-22.0,0,1.95,0.01,-0.01,0,1.35,0.01,-0.01,0,4.03,0.03,-0.03,0
HD 8673 b,HD 8673,1,Mass,0,,,,0,4259.27322,490.26456,-497.71565,0,1644.6909652,10.98616884,-15.69616425,0,,,,0,,,,0,,,,0,1.28,0.2,-0.2,0,,,,0
bet Pic b,bet Pic,1,Mass,0,,,,0,3729.12221,741.06729,-680.00893,0,8617.50951973,91.69540092,-75.38052508,0,,,,0,,,,0,,,,0,1.79,0.03,-0.03,0,,,,0
Kepler-95 b,Kepler-95,1,Mass,0,3.42,0.09,-0.09,0,13.0,2.9,-2.9,0,11.5231,,,0,,,,0,5699.0,74.0,-74.0,0,1.41,0.04,-0.04,0,1.08,0.08,-0.08,0,4.17,0.04,-0.04,0
GU Psc b,GU Psc,1,Mass,0,14.179,1.289,-1.289,0,3591.3,540.3,-540.3,0,,,,0,1050.0,50.0,-50.0,0,,,,0,,,,0,0.33,0.03,-0.03,0,,,,0
HD 95086 b,HD 95086,0,Mass,0,,,,0,1430.235,317.83,-317.83,0,,,,0,916.0,43.0,-44.0,0,7595.0,96.18,-156.92,0,1.49,0.06,-0.04,0,1.77,0.36,-0.22,0,4.34,0.1,-0.06,0
YSES 2 b,YSES 2,1,Mass,0,,,,0,2002.31896,508.52545,-286.04557,0,,,,0,,,,0,4749.0,40.0,-40.0,0,1.19,0.02,-0.02,0,1.1,0.03,-0.03,0,,,,0
HD 95086 b,HD 95086,1,Mass,0,,,,0,1589.0,636.0,-636.0,0,,,,0,1000.0,200.0,-200.0,0,,,,0,,,,0,1.6,,,0,,,,0
K2-280 b,K2-280,1,Mass,0,7.5,0.44,-0.44,0,37.1,5.6,-5.6,0,19.89526,0.00028,-0.00028,0,787.0,17.0,-17.0,0,5500.0,100.0,-100.0,0,1.28,0.07,-0.07,0,1.03,0.03,-0.03,0,4.21,0.05,-0.05,0
GJ 876 d,GJ 876,1,Mass,0,,,,0,6.83,0.4,-0.4,0,1.93778,2e-05,-2e-05,0,,,,0,,,,0,0.3,,,0,0.32,0.03,-0.03,0,,,,0
V830 Tau b,V830 Tau,1,Mass,1,,,,0,222.481,38.1396,-38.1396,0,4.927,0.008,-0.008,0,,,,0,4250.0,50.0,-50.0,0,2.0,0.2,-0.2,0,1.0,0.05,-0.05,0,,,,0
eps Eri b,eps Eri,0,Mass,0,,,,0,492.6365,76.2792,-76.2792,0,2502.0,10.0,-10.0,0,,,,0,,,,0,,,,0,0.83,0.05,-0.05,0,,,,0
TIC 172900988 b,TIC 172900988 Aa,0,Mass,0,11.24,0.45,-0.45,0,823.9,4.8,-4.8,0,188.835,0.092,-0.092,0,,,,0,6050.0,100.0,-100.0,0,1.38,0.0,-0.0,0,1.24,0.0,-0.0,0,4.25,0.0,-0.0,0
HD 62549 b,HD 62549,1,Mass,0,,,,0,2773.33249,599.64534,-396.37025,0,14306.8851878,3762.35333676,-3219.89898897,0,,,,0,,,,0,,,,0,1.08,0.13,-0.13,0,,,,0
HD 145675 c,14 Her,1,Mass,0,,,,0,1582.94652,294.22384,-323.76585,0,15732.45889178,2654.17496551,-1896.09685291,0,,,,0,,,,0,,,,0,0.91,0.11,-0.11,0,,,,0
HD 98649 b,HD 98649,1,Mass,0,,,,0,2665.27978,625.11351,-452.78105,0,5697.30430313,326.53592579,-287.04399799,0,,,,0,,,,0,,,,0,1.02,0.12,-0.12,0,,,,0
HD 126614 b,HD 126614,1,Mass,0,,,,0,119.96298,52.47121,-18.42894,0,1257.25302691,5.95651857,-6.18760068,0,,,,0,,,,0,,,,0,0.96,0.12,-0.12,0,,,,0
HD 135872 b,HD 135872,1,Mass,0,,,,0,1880.61597,327.84331,-167.15639,0,2422.32596749,571.78773173,-231.95307809,0,,,,0,,,,0,,,,0,1.65,0.1,-0.1,0,,,,0
HD 80913 b,HD 80913,1,Mass,0,,,,0,7469.38301,1178.27983,-1191.15194,0,10839.83340606,2660.45782843,-1973.20021385,0,,,,0,,,,0,,,,0,1.11,0.14,-0.14,0,,,,0
HD 86264 b,HD 86264,1,Mass,0,,,,0,4073.50239,2763.84026,-1577.09982,0,1488.79122664,58.0164537,-46.45771508,0,,,,0,,,,0,,,,0,1.26,0.18,-0.18,0,,,,0
TIC 172900988 b,TIC 172900988 Aa,1,Mass,0,11.25,0.44,-0.44,0,942.0,5.6,-5.6,0,200.452,0.011,-0.011,0,,,,0,6050.0,100.0,-100.0,0,1.38,0.0,-0.0,0,1.24,0.0,-0.0,0,4.25,0.0,-0.0,0
Kepler-99 b,Kepler-99,1,Mass,0,1.48,0.08,-0.08,0,6.15,1.3,-1.3,0,4.60358,,,0,,,,0,4782.0,129.0,-129.0,0,0.73,0.04,-0.04,0,0.79,0.06,-0.06,0,4.61,0.05,-0.05,0
Ross 458 c,Ross 458,1,Mass,0,14.011,,,0,1906.98,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L,1,Mass,0,,,,0,15.5,19.0,-9.7,0,,,,0,,,,0,,,,0,,,,0,0.28,0.32,-0.17,0,,,,0
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L,0,Mass,0,,,,0,9.2,5.0,-4.1,0,,,,0,,,,0,,,,0,,,,0,0.7,0.34,-0.31,0,,,,0
